region,occupation,year,value,id,occupation_id
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Экономическое,2000,389,KZ-YUZ,economics
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Экономическое,2006,121,KZ-YUZ,economics
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Экономическое,2003,200,KZ-YUZ,economics
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Экономическое,2017,25,KZ-YUZ,economics
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2012,42,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2008,72,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2004,88,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2007,127,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2011,409,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2015,-2,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2009,177,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2013,-24,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2010,540,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2005,44,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2003,45,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2002,-1,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2016,1,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2000,364,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2006,77,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2001,195,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2017,6,KZ-YUZ,construction
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2010,163,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2012,83,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2014,32,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2004,315,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2005,234,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2007,123,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2015,-40,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2008,52,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2013,87,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2009,83,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2011,101,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2006,203,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2002,-75,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2003,410,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2000,757,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2001,36,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2016,100,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Техническое,2017,120,KZ-YUZ,tech
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2010,9,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2012,3,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2014,7,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2004,36,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2005,94,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2015,11,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2008,93,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2013,46,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2011,1,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2006,89,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2002,2,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2000,23,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Не указавшие ,2001,183,KZ-YUZ,unknown
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2007,32,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2009,-9,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2013,5,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2014,-5,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2004,52,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2012,13,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2005,-4,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2010,15,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2011,28,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2008,17,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2002,54,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2003,59,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2015,-16,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2016,-13,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2001,34,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2000,167,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2006,51,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Юридическое ,2017,-4,KZ-YUZ,law
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2005,80,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2007,57,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2013,7,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2010,30,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2011,29,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2012,21,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2014,7,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2004,141,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2008,17,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2009,36,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2003,120,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2001,90,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2015,1,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2002,82,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2016,17,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2000,270,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2006,41,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2017,17,KZ-YUZ,agro
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2014,17,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2004,606,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2005,359,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2009,152,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2013,34,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2010,145,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2012,75,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2011,118,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2008,116,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2007,272,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2015,-19,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2002,251,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2001,365,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2006,383,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2016,59,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2003,469,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2000,722,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Педагогическое ,2017,91,KZ-YUZ,teach
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2012,76,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2008,216,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2005,218,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2007,298,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2013,18,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2011,145,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2014,22,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2004,303,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2009,242,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2010,221,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2002,112,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2016,59,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2006,172,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2001,393,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2003,212,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2000,840,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2015,9,KZ-YUZ,med
ЮЖНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ,Медицинское,2017,65,KZ-YUZ,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2012,196,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2014,40,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2004,698,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2005,230,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2010,188,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2011,202,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2007,25,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2013,124,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2015,183,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2009,116,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2008,69,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2002,307,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2001,223,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2003,754,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2016,271,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2000,-44,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2006,98,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Другое ,2017,94,KZ-MAN,other
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2012,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2005,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2004,16,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2008,2,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2007,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2010,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2015,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2006,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2013,1,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2002,3,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2001,218,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Не указавшие ,2003,2,KZ-MAN,unknown
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2014,27,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2004,70,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2005,45,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2009,80,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2008,65,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2007,27,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2010,121,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2011,56,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2012,63,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2013,41,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2002,84,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2015,7,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2016,7,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2001,91,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2003,98,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2000,23,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2006,59,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Экономическое,2017,-8,KZ-MAN,economics
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2014,7,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2004,24,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2005,13,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2012,11,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2008,14,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2009,21,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2013,14,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2010,30,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2011,34,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2007,2,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2015,27,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2000,-4,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2016,3,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2001,45,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2003,13,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2006,14,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2002,47,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Архитектурно-строительное ,2017,-1,KZ-MAN,construction
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2007,27,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2009,129,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2011,168,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2012,399,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2008,215,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2013,164,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2010,151,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2005,1,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2014,-3,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2004,126,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2001,371,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2015,26,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2016,18,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2003,260,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2006,74,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2002,447,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2000,-9,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Техническое,2017,-49,KZ-MAN,tech
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2014,8,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2004,38,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2005,28,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2009,27,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2008,17,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2007,21,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2010,45,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2011,40,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2012,30,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2013,18,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2002,47,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2015,15,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2016,11,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2001,85,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2003,54,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2000,21,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2006,33,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Сельскохозяйственное,2017,19,KZ-MAN,agro
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2014,48,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2004,61,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2008,60,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2011,71,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2009,53,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2012,69,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2005,46,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2007,10,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2015,54,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2013,45,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2010,116,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2002,54,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2016,46,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2000,3,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2001,39,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2003,75,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2006,49,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Медицинское,2017,26,KZ-MAN,med
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2008,93,KZ-MAN,teach
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2010,128,KZ-MAN,teach
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2009,94,KZ-MAN,teach
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2013,81,KZ-MAN,teach
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2011,135,KZ-MAN,teach
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2012,107,KZ-MAN,teach
МАНГИСТАУСКАЯ ОБЛАСТЬ,Педагогическое ,2014,26,KZ-MAN,teach
